filename,p1,p2,dice1,dice2,abs_dice_diff,box_iou
1003_pid-112746_pituitary.png,P17,P18,0.0,0.0,0.0,0.0
1003_pid-112746_pituitary.png,P17,P19,0.0,0.0,0.0,0.9255421898322943
1003_pid-112746_pituitary.png,P17,P20,0.0,0.0,0.0,0.0
1003_pid-112746_pituitary.png,P18,P19,0.0,0.0,0.0,0.0
1003_pid-112746_pituitary.png,P18,P20,0.0,0.0,0.0,0.8805970149253731
1003_pid-112746_pituitary.png,P19,P20,0.0,0.0,0.0,0.0
1007_pid-112847_pituitary.png,P01,P02,0.0,0.0,0.0,0.9560439560439561
1007_pid-112847_pituitary.png,P01,P03,0.0,0.0,0.0,0.9368421052631579
1007_pid-112847_pituitary.png,P01,P04,0.0,0.0,0.0,0.7610075566750629
1007_pid-112847_pituitary.png,P01,P05,0.0,0.0,0.0,0.9560439560439561
1007_pid-112847_pituitary.png,P01,P06,0.0,0.0,0.0,0.8341586766410284
1007_pid-112847_pituitary.png,P01,P07,0.0,0.0,0.0,0.9381443298969072
1007_pid-112847_pituitary.png,P01,P08,0.0,0.0,0.0,0.8701074206692184
1007_pid-112847_pituitary.png,P01,P09,0.0,0.0,0.0,0.9381443298969072
1007_pid-112847_pituitary.png,P01,P10,0.0,0.0,0.0,0.8901098901098901
1007_pid-112847_pituitary.png,P01,P11,0.0,0.0,0.0,0.8091889926051643
1007_pid-112847_pituitary.png,P01,P12,0.0,0.0,0.0,0.7570093457943925
1007_pid-112847_pituitary.png,P01,P13,0.0,0.0,0.0,0.978021978021978
1007_pid-112847_pituitary.png,P01,P14,0.0,0.0,0.0,0.9340659340659341
1007_pid-112847_pituitary.png,P01,P15,0.0,0.0,0.0,0.691603333028111
1007_pid-112847_pituitary.png,P01,P16,0.0,0.0,0.0,0.8726546422951217
1007_pid-112847_pituitary.png,P01,P17,0.0,0.0,0.0,0.8348623853211009
1007_pid-112847_pituitary.png,P01,P18,0.0,0.0,0.0,0.978021978021978
1007_pid-112847_pituitary.png,P01,P19,0.0,0.0,0.0,0.6931624697553544
1007_pid-112847_pituitary.png,P01,P20,0.0,0.0,0.0,0.978021978021978
1007_pid-112847_pituitary.png,P02,P03,0.0,0.0,0.0,0.8956336528221512
1007_pid-112847_pituitary.png,P02,P04,0.0,0.0,0.0,0.7588084232152029
1007_pid-112847_pituitary.png,P02,P05,0.0,0.0,0.0,0.9560439560439561
1007_pid-112847_pituitary.png,P02,P06,0.0,0.0,0.0,0.7974069779698535
1007_pid-112847_pituitary.png,P02,P07,0.0,0.0,0.0,0.8969072164948454
1007_pid-112847_pituitary.png,P02,P08,0.0,0.0,0.0,0.9101123595505618
1007_pid-112847_pituitary.png,P02,P09,0.0,0.0,0.0,0.8969072164948454
1007_pid-112847_pituitary.png,P02,P10,0.0,0.0,0.0,0.89146110056926
1007_pid-112847_pituitary.png,P02,P11,0.0,0.0,0.0,0.8112644535621036
1007_pid-112847_pituitary.png,P02,P12,0.0,0.0,0.0,0.7553864294136563
1007_pid-112847_pituitary.png,P02,P13,0.0,0.0,0.0,0.9350216182828907
1007_pid-112847_pituitary.png,P02,P14,0.0,0.0,0.0,0.9345381018577025
1007_pid-112847_pituitary.png,P02,P15,0.0,0.0,0.0,0.6883794613735905
1007_pid-112847_pituitary.png,P02,P16,0.0,0.0,0.0,0.8735589438452956
1007_pid-112847_pituitary.png,P02,P17,0.0,0.0,0.0,0.7981651376146789
1007_pid-112847_pituitary.png,P02,P18,0.0,0.0,0.0,0.9775280898876404
1007_pid-112847_pituitary.png,P02,P19,0.0,0.0,0.0,0.6624517980450184
1007_pid-112847_pituitary.png,P02,P20,0.0,0.0,0.0,0.9350320009660669
1007_pid-112847_pituitary.png,P03,P04,0.0,0.0,0.0,0.7767938009459595
